css-901oao,css-4rbku5 href,UserId,Tweet_Url,Date,Tweets,Comments,Retweets,Likes,Likes
#AbKyaJaanLegiMeri,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338145572973375491,"Dec 13, 2020",,29,114,466,@Shaheer_S
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338144936047366144,"Dec 13, 2020",Ab Kya Jaan Legi Meri?,28,127,362,Let's end 2020 with a BANG and Get Ready for a Super Smashing Christmas Surprise!
#AbKyaJaanLegiMeri,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338144412459786241,"Dec 13, 2020",,5,46,343,@TheRashamiDesai
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338118926010560512,"Dec 13, 2020",Ab Kya Jaan Legi Meri?,43,140,398,Let's end 2020 with a BANG and Get Ready for a Super Smashing Christmas Surprise!
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338107619349696512,"Dec 13, 2020",Just posted a photo,1,20,,
,https://twitter.com/bobproctorLIVE,@bobproctorLIVE,https://twitter.com/bobproctorLIVE/status/1337378533031747584,"Dec 11, 2020","Ask yourself this question, “Where do I want to be 1 year from today?”",29,145,819,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338043858958102528,"Dec 13, 2020","“So take a second and look around, and realize that it’s a blessing for you to be here right now”",8,12,204,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338043858958102528,"Dec 13, 2020","“So take a second and look around, and realize that it’s a blessing for you to be here right now”",8,12,204,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338042007739113474,"Dec 13, 2020",Just posted a video,2,17,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1336936504384483330,"Dec 10, 2020","Just persevere, hang in there and believe in yourself, there is a divine perfect time, only laid out for you",2,6,167,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1335183885001482241,"Dec 5, 2020",,2,30,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1334794110859956230,"Dec 4, 2020","Everything seemed possible, when I looked through the eyes of a child. 
And every once in a while; 
I remember, 
I still have the chance 
to be that Wild",3,5,157,.
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1338043858958102528,"Dec 13, 2020","“So take a second and look around, and realize that it’s a blessing for you to be here right now”",8,12,204,
hindi/bollywood/news/exclusive-sana-saeed-on-her-journey-in-bollywood-its-really-not-a-struggle-if-you-are-doing-what-you-love/articleshow/79546368.cms,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1334460102158376962,"Dec 3, 2020",,9,,,@sanasaeed17
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1334058655713378310,"Dec 2, 2020",Just posted a video,16,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1333362681152155648,"Nov 30, 2020","When we hide, we may avoid being criticized, but we also cheat ourselves from exploring our gifts, and cheat the world of benefiting from them",3,5,141,".
Your truth could set someone free, the world needs you now more than ever"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1333359982348210176,"Nov 30, 2020",Just posted a photo,3,24,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1332600669266735105,"Nov 28, 2020",,2,17,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1332300877101731840,"Nov 27, 2020",,1,4,51,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1332244945252593667,"Nov 27, 2020",Owning our story and loving ourselves through that process is the bravest thing that we will ever do,3,14,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1331976509683273728,"Nov 26, 2020",My new,6,6,104,filter Alert
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1331965932332347393,"Nov 26, 2020",to unlock my filter follow,9,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1331544956062797828,"Nov 25, 2020","Live in each season as it passes; breathe the air, drink the drink, taste the fruit, and resign yourself to the influence of the earth",4,21,,".
.
.
Shot by"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1331162459713925120,"Nov 24, 2020",Just posted a photo,2,18,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1330810735555915776,"Nov 23, 2020",Sometimes the pandemonium of life's imperfections leads you to the perfect peace of your own unconditional acceptance,1,5,133,.
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1331976509683273728,"Nov 26, 2020",My new,6,6,104,filter Alert
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1329764767188348928,"Nov 20, 2020",Let’s go,1,2,21,What workout are you getting in today?
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1329356559831494657,"Nov 19, 2020",,3,29,,
#India,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1329356401492242434,"Nov 19, 2020",Was so good meeting with you,1,25,,#Dubai
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1329354552555040773,"Nov 19, 2020",Just posted a photo,1,14,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1328623517558968321,"Nov 17, 2020",,2,12,114,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1327560626697248768,"Nov 14, 2020","When the light shines on you, you are filled up with the light! 
And then what happens? 
Then you start loading your light on others",4,87,,.
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1327557900575895552,"Nov 14, 2020",Just posted a photo,1,2,25,
Styled by,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1325419617142140928,"Nov 8, 2020",Isn’t it true that we are not ‘doing’ anything; we are being done,2,20,,
".___.blck 
・・・
Dear All, 
The First one
Collection: “Aika - a controversy” 
. 
ایکا - ایک ساجش

X
With love",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1324984707348459520,"Nov 7, 2020",Absolutely Loved being a part of this Beautiful Collection,1,30,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1324596320116469760,"Nov 6, 2020",Just posted a video,2,18,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1324338669197565955,"Nov 5, 2020",,2,32,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1324311512723324928,"Nov 5, 2020",,3,5,57,
".___.blck 
・・・
Dear All, 
The First one
Collection: “Aika - a controversy” 
. 
ایکا - ایک ساجش

X
With love",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1324984707348459520,"Nov 7, 2020",Absolutely Loved being a part of this Beautiful Collection,1,30,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1324309441001398275,"Nov 5, 2020",You don’t understand distance until you leave your heart behind on the other side of the world,19,,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1323951843677032451,"Nov 4, 2020","Recognize that throughout this beautiful day, you have an incredible amount of opportunities to move your life into the direction you want it to go",2,1,140,
@ India - Mumbai,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1323913881975226368,"Nov 4, 2020","Recognize that throughout this beautiful day, you have an incredible amount of opportunities to move your life into the direction you want it to go",1,24,,
hindi/bollywood/news/exclusive-sana-saeed-on-shah-rukh-khan-who-wouldnt-want-to-work-with-him/articleshow/78997865.cms,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1323223641002250240,"Nov 2, 2020",,2,6,68,#Exclusive
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1323951843677032451,"Nov 4, 2020","Recognize that throughout this beautiful day, you have an incredible amount of opportunities to move your life into the direction you want it to go",2,1,140,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1323213146203500544,"Nov 2, 2020",Happy Birthday,10,474,1.7K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1322800393747861504,"Nov 1, 2020",,11,8,374,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1322464447437352961,"Oct 31, 2020",Apologize to your body. May be that’s where the healing begins,1,31,,Look after you
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1321552910321332228,"Oct 29, 2020",,1,14,,
".
.
.
Shot by @bysagarmidda",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1321369445936214016,"Oct 28, 2020","Waking up and going out into the world not knowing what each day would hold, taking life as it comes, relinquishing any illusion of control. That's fresh, 
that's a good morning",9,7,276,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1321025761369853953,"Oct 27, 2020",You gotta really love the people you  Love,1,2,31,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1320278016157679624,"Oct 25, 2020",Just posted a photo @ India - Mumbai,1,23,,
@ India - Mumbai,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1319594968793681922,"Oct 23, 2020",Finally back in the Bayyyy,1,1,19,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1318872382333947911,"Oct 21, 2020","You are so much more, than what you can see",8,7,260,".
.
.
Love this shot @bysagarmidda"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1318862426041876480,"Oct 21, 2020","You are so much more, than what you can see",1,15,,".
.
.
Love this shot @bysagarmidda"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1318147333507469313,"Oct 19, 2020",Just posted a photo @ Al Qudra Desert,1,13,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1318142933237977088,"Oct 19, 2020",,6,8,314,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1317093387447750656,"Oct 16, 2020",Sweeet sweeet memories,60,606,5.2K,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1317091761446035457,"Oct 16, 2020",Sweeet sweeet memories,4,47,174,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1316698786572521473,"Oct 15, 2020",Be happy in anticipation of what’s coming,14,26,481,".
.
."
"@ Dubai, United Arab Emirates",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1315538440713170945,"Oct 12, 2020","Just a reminder, incase you didn’t know",1,4,33,
You’re unable to view this Post because this account owner limits who can view their Posts.,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1314393519650418688,"Oct 9, 2020",Hahahahaha omg,7,68,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1314188801967894528,"Oct 8, 2020","Just posted a video @ Dubai, United Arab Emirates",1,1,24,
"@ Dubai, United Arab Emirates",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1313801614738763776,"Oct 7, 2020",Be your own friend,1,1,27,"remind yourself no matter what comes in your way -  you got this, you can handle this , you’re stronger than this"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1313075566606725120,"Oct 5, 2020",,8,4,461,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1312384074183593984,"Oct 3, 2020",,1,2,27,"@ Dubai, United Arab Emirates"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1311986747069390849,"Oct 2, 2020","She was wild and free with a dab of logic in between, chasing her dreams and following her heart beat",6,9,265,
"@ Dubai, United Arab Emirates",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1311985044672585728,"Oct 2, 2020","She was wild and free with a dab of logic in between, chasing her dreams and following her heart beat",1,16,,"@nikkirowe_author 

Photography"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1311624631955206145,"Oct 1, 2020","@ Dubai, United Arab Emirates",1,1,22,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1311259640496377857,"Sep 30, 2020","It's wild to miss someone so much, and yet in order to care for them you have to constantly say goodbye",2,26,,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1310525462070820864,"Sep 28, 2020",We Got This,1,25,,"@ Dubai, United Arab Emirates"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1310139139610869763,"Sep 27, 2020",I'm happy. Which often looks like crazy,1,1,20,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1309458206490603520,"Sep 25, 2020",".
.
.

Photographer : Navin Dhyani (@Navindhyaniphoto)
Stylist: Jasmine Babbar (",1,16,,")
Outfit by : @adamalikworld 
Hair: Mini Mahadik (@Hairbyminimahadik)
Make Up: Nandini Advani"
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1308692725508837377,"Sep 23, 2020","Just posted a photo @ Dubai, United Arab Emirates",2,1,19,
#HappybirthdaySana,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1308538189167169538,"Sep 23, 2020",Hahahahaha so cute !!! THANK YOU,1,2,51,@SanaSaeed17
Replying to,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1308538054903296002,"Sep 23, 2020",and,3,2,22,@sanasaeed17
#KuchKuchHotaHai,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1308537635980402690,"Sep 23, 2020",Thaaank Youuuu,1,1,41,@sanasaeed17
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1308537522671226880,"Sep 23, 2020",Thank you,2,11,,@sanasaeed17
"@ Dubai, United Arab Emirates",https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1306544568813457409,"Sep 17, 2020",Don’t Rush,1,1,13,
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1305828786781392898,"Sep 15, 2020",Just posted a photo,1,2,18,
#HappybirthdaySana,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1308538189167169538,"Sep 23, 2020",Hahahahaha so cute !!! THANK YOU,1,2,51,@SanaSaeed17
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1304738206001197056,"Sep 12, 2020",How is everyone holding up?,1,3,22,
Also about time we bring Anjali to,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1303973413233467392,"Sep 10, 2020",HAPPPY BIRTHDAY YOU BEAUTIFUL HUMAN,1,3,15,Sending so much Loveeeeeee @beauty_of_intelligence can’t wait to see you and can’t wait to plan another holiday sooo sooon
,https://twitter.com/sanasaeed17,@sanasaeed17,https://twitter.com/sanasaeed17/status/1303367535765737472,"Sep 8, 2020","To see all human behavior as one two things: either love, or a call for love",9,9,259,
